Age,Annual Income,Employment Status,Loan Amount,Existing Debts,Credit Utilization Ratio,Number of Credit Accounts,Payment History,Credit History Length,Number of Late Payments,Debt-to-Income Ratio,Loan Purpose,Creditworthy
42,48749,Employed,2998,6282,0.34,2,0.93,22.1,1,0.03,Debt Consolidation,0
48,32646,Unemployed,18515,22842,0.76,13,0.86,10.5,2,0.22,Auto,0
30,73986,Employed,35760,75330,0.5,9,0.92,8.8,1,0.24,Home Improvement,1
44,54878,Employed,26089,62853,0.55,6,0.98,17.9,0,0.25,Debt Consolidation,0
25,49454,Employed,38808,51070,0.54,12,0.92,5.8,1,0.31,Debt Consolidation,1
40,30101,Employed,18096,24476,0.51,1,0.99,7.2,0,0.24,Debt Consolidation,1
31,94066,Self-Employed,28737,22635,0.6,12,0.87,7.1,2,0.1,Home Improvement,1
33,68346,Employed,1214,5956,0.34,9,0.93,10.3,1,0.02,Debt Consolidation,1
56,37180,Employed,6746,2119,0.41,5,0.88,2.0,2,0.05,Home Improvement,1
55,80895,Employed,63782,59416,0.36,3,0.88,14.6,2,0.28,Education,1
49,38223,Employed,26179,1659,0.57,4,0.82,21.9,3,0.17,Auto,1
28,33156,Employed,24365,29412,0.97,1,0.85,3.3,2,0.28,Education,0
38,33528,Employed,4769,28664,0.4,14,0.93,19.2,1,0.14,Education,1
56,20220,Employed,5867,1931,0.61,9,0.77,2.1,4,0.08,Business,0
43,62054,Employed,30230,67510,0.27,4,0.94,24.0,1,0.25,Business,1
69,19622,Self-Employed,10617,12289,0.6,18,0.82,11.8,3,0.21,Business,0
46,26523,Employed,11461,28785,0.41,14,0.93,2.3,1,0.23,Debt Consolidation,0
44,17364,Employed,1474,18785,0.87,4,0.81,8.3,3,0.15,Debt Consolidation,1
38,46955,Employed,10323,11102,0.42,10,0.98,15.9,0,0.08,Home Improvement,1
43,45471,Employed,10003,20766,0.8,3,0.99,19.1,0,0.11,Home Improvement,0
40,41633,Employed,15515,6725,0.48,7,0.88,5.4,2,0.11,Debt Consolidation,0
50,29106,Unemployed,5272,27067,1.06,10,0.8,7.1,3,0.16,Debt Consolidation,0
53,27279,Employed,9678,16502,0.5,13,0.68,22.8,6,0.16,Major Purchase,0
32,61832,Self-Employed,15749,68915,0.79,4,0.71,7.0,5,0.19,Debt Consolidation,0
26,37224,Employed,26267,9300,0.78,2,0.81,6.5,3,0.2,Home Improvement,0
19,57421,Employed,20492,47431,0.55,9,0.87,1.0,2,0.18,Debt Consolidation,1
48,31488,Employed,17651,37378,0.37,4,0.88,18.7,2,0.28,Auto,1
28,53665,Employed,26360,42849,0.38,8,1.0,7.6,0,0.21,Home Improvement,1
18,94055,Unemployed,28917,7762,0.8,2,0.86,1.0,2,0.08,Debt Consolidation,1
46,65715,Self-Employed,52468,46401,0.7,8,0.61,19.3,7,0.28,Major Purchase,1
71,39886,Retired,25560,8607,0.27,10,0.94,13.1,1,0.18,Auto,1
41,55748,Self-Employed,30941,2040,0.41,5,0.93,3.4,1,0.14,Auto,1
52,43463,Self-Employed,18585,17469,0.52,7,0.82,22.2,3,0.15,Major Purchase,1
42,49214,Employed,22570,15715,0.44,12,0.93,13.0,1,0.15,Home Improvement,1
40,41655,Employed,17660,39427,0.61,3,0.92,19.9,1,0.22,Auto,1
53,45153,Employed,31245,20247,0.58,4,0.82,25.7,3,0.22,Debt Consolidation,1
38,54504,Unemployed,8400,47938,0.91,10,0.8,10.7,3,0.14,Education,0
45,29831,Employed,2137,581,0.63,4,0.77,11.5,4,0.02,Debt Consolidation,0
45,29497,Employed,7968,524,0.43,15,0.93,11.5,1,0.07,Debt Consolidation,1
33,24482,Employed,2713,861,0.67,13,0.87,4.2,2,0.03,Home Improvement,0
53,22023,Employed,10240,5796,0.5,10,0.88,1.6,2,0.14,Debt Consolidation,0
39,26671,Employed,10775,11969,0.4,16,0.88,12.5,2,0.15,Home Improvement,0
32,53089,Employed,37119,38723,0.38,3,0.98,3.8,0,0.26,Home Improvement,1
48,31369,Employed,9093,37111,0.67,19,1.0,7.0,0,0.21,Education,1
31,63373,Employed,31038,26951,0.66,2,0.87,2.5,2,0.17,Debt Consolidation,1
42,49879,Employed,14100,3331,0.69,12,0.82,5.4,3,0.08,Debt Consolidation,1
41,18319,Employed,11026,4284,0.4,16,0.93,1.7,1,0.17,Education,1
55,68015,Employed,39983,73280,0.47,1,0.93,25.3,1,0.27,Education,1
47,73526,Employed,49121,61706,0.55,16,0.87,12.2,2,0.26,Debt Consolidation,1
41,29823,Employed,10143,28278,0.46,2,1.0,13.4,0,0.2,Home Improvement,1
51,60481,Employed,18608,9011,0.89,15,0.86,21.4,2,0.09,Auto,0
58,31944,Employed,22829,5174,0.38,7,0.88,38.9,2,0.19,Debt Consolidation,1
48,51474,Employed,17480,6933,0.55,1,0.77,3.0,4,0.1,Home Improvement,1
42,26049,Employed,5358,26793,0.62,5,0.99,10.6,0,0.17,Debt Consolidation,1
26,19999,Employed,14201,5038,0.65,10,0.92,2.7,1,0.2,Business,0
29,40481,Employed,4141,31242,0.72,6,0.61,5.8,7,0.12,Debt Consolidation,0
38,46080,Self-Employed,28353,28541,0.58,4,0.98,18.5,0,0.22,Debt Consolidation,1
34,40181,Self-Employed,12470,26248,0.66,14,1.0,11.9,0,0.15,Business,0
39,27118,Self-Employed,17555,6359,0.71,13,1.0,14.2,0,0.18,Debt Consolidation,1
42,40136,Employed,22237,30595,0.74,1,1.0,11.1,0,0.22,Home Improvement,0
48,56086,Employed,30597,2900,0.41,16,0.78,20.5,4,0.14,Debt Consolidation,1
41,47932,Employed,31090,57142,0.93,9,0.85,1.7,2,0.3,Major Purchase,0
47,53704,Employed,26476,1724,0.49,16,0.93,17.4,1,0.12,Business,1
42,35064,Employed,9933,2110,0.54,15,0.82,13.7,3,0.08,Education,1
18,88067,Unemployed,41305,34308,0.49,4,0.73,0.4,5,0.16,Debt Consolidation,0
30,27225,Self-Employed,11114,27169,0.69,10,0.87,3.2,2,0.22,Debt Consolidation,0
40,62553,Employed,32272,19305,0.59,12,1.0,18.0,0,0.16,Home Improvement,1
27,88516,Employed,44657,50128,0.57,12,0.99,1.4,0,0.19,Debt Consolidation,1
49,62345,Employed,34726,1344,0.39,1,0.99,3.1,0,0.14,Education,1
60,44299,Employed,32858,4193,0.46,17,0.93,19.1,1,0.19,Education,0
56,37641,Employed,22054,27461,0.93,9,0.7,10.3,5,0.23,Business,0
39,82293,Self-Employed,42303,19193,0.64,7,0.92,15.9,1,0.15,Debt Consolidation,1
59,24064,Employed,4481,20047,0.46,9,0.99,26.4,0,0.14,Education,1
43,30180,Self-Employed,18953,28443,0.7,12,0.86,19.5,2,0.26,Auto,1
37,40183,Employed,31073,41002,0.65,7,0.82,6.8,3,0.31,Home Improvement,0
34,91019,Self-Employed,8931,14613,0.33,14,0.99,12.1,0,0.04,Business,1
38,59271,Employed,42415,32398,0.23,15,0.94,17.4,1,0.24,Debt Consolidation,1
37,30211,Employed,22926,34334,0.7,15,0.86,7.2,2,0.32,Auto,1
44,41975,Employed,9635,38889,0.56,6,0.87,9.5,2,0.17,Major Purchase,1
43,36056,Employed,13484,5060,0.31,14,0.99,22.6,0,0.11,Debt Consolidation,1
42,34375,Unemployed,12107,20728,0.62,2,0.77,2.1,4,0.16,Home Improvement,0
47,79973,Employed,60754,88518,0.55,8,0.92,10.8,1,0.32,Debt Consolidation,0
56,24689,Employed,4481,13036,0.66,13,0.87,5.4,2,0.11,Education,0
53,109577,Unemployed,23077,110113,0.67,6,0.87,2.0,2,0.17,Education,1
24,74169,Employed,2417,44131,0.29,5,1.0,1.6,0,0.08,Debt Consolidation,1
18,84578,Unemployed,56861,10840,0.83,5,0.81,0.5,3,0.18,Auto,0
53,38891,Employed,18054,6900,0.43,1,0.88,24.4,2,0.13,Business,1
25,45480,Employed,31744,2547,0.4,9,0.93,2.7,1,0.17,Business,1
39,23942,Self-Employed,13748,5611,0.72,6,0.91,18.0,1,0.17,Home Improvement,1
27,37709,Employed,22824,40436,0.53,4,0.99,4.5,0,0.27,Home Improvement,0
20,62744,Employed,42059,48954,0.61,10,0.87,2.0,2,0.25,Business,0
48,93716,Employed,52939,83091,0.83,7,0.81,28.7,3,0.24,Home Improvement,1
51,28181,Self-Employed,17791,21022,0.62,9,0.87,25.7,2,0.24,Education,0
35,40833,Employed,1977,18940,0.56,5,1.0,15.9,0,0.07,Education,1
18,45449,Unemployed,28374,11827,0.6,5,0.57,0.7,8,0.18,Home Improvement,0
35,24394,Employed,9911,27094,0.38,8,0.98,15.3,0,0.23,Debt Consolidation,1
46,65885,Employed,27035,40703,0.55,7,0.92,7.4,1,0.17,Debt Consolidation,0
24,34132,Unemployed,25993,19704,0.78,8,0.66,2.7,6,0.25,Home Improvement,0
44,44458,Employed,26680,53141,0.67,11,0.82,19.8,3,0.29,Home Improvement,0
41,39105,Employed,17928,18016,0.62,18,0.92,10.3,1,0.17,Business,0
48,33035,Employed,24537,33859,0.38,19,0.93,25.3,1,0.3,Home Improvement,1
43,48848,Employed,7960,50548,0.41,6,0.63,22.1,7,0.16,Debt Consolidation,0
30,44011,Employed,8544,12288,0.45,6,0.99,4.3,0,0.08,Home Improvement,1
56,40703,Unemployed,7302,4632,0.85,2,0.81,31.5,3,0.06,Debt Consolidation,1
40,34056,Self-Employed,23289,39870,0.34,13,0.93,4.2,1,0.3,Debt Consolidation,0
41,57512,Employed,32346,29392,0.65,11,0.99,8.4,0,0.2,Debt Consolidation,1
30,112062,Employed,59116,298,0.37,1,0.93,6.7,1,0.13,Debt Consolidation,1
36,52572,Employed,26644,31481,0.44,8,0.98,4.8,0,0.19,Debt Consolidation,0
31,80664,Employed,29279,59945,0.46,2,0.93,8.0,1,0.18,Debt Consolidation,1
39,24462,Employed,16870,22781,0.71,17,0.86,12.6,2,0.28,Auto,0
62,53044,Self-Employed,35341,60020,0.41,8,0.99,9.9,0,0.3,Debt Consolidation,0
25,28319,Employed,22356,31099,0.36,2,0.93,5.8,1,0.32,Debt Consolidation,0
22,23424,Self-Employed,3653,26425,0.51,6,1.0,2.9,0,0.17,Major Purchase,0
59,33870,Employed,1540,1305,0.32,5,0.88,13.7,2,0.02,Education,1
39,88960,Employed,35979,75983,0.47,16,0.88,5.6,2,0.2,Debt Consolidation,1
33,78826,Employed,61040,21364,0.41,8,0.88,13.3,2,0.22,Debt Consolidation,1
54,55353,Employed,43518,12457,0.32,19,0.93,30.3,1,0.22,Education,1
34,22780,Employed,9322,21877,0.8,13,0.66,4.4,6,0.21,Home Improvement,0
63,44438,Unemployed,22927,22243,0.76,7,0.86,2.6,2,0.18,Debt Consolidation,0
50,57002,Employed,4820,62697,0.67,16,0.87,25.9,2,0.15,Debt Consolidation,1
36,53517,Self-Employed,19615,2725,0.65,7,0.92,11.5,1,0.09,Major Purchase,1
67,19498,Retired,10017,18768,0.39,16,0.99,5.8,0,0.24,Education,0
34,31408,Unemployed,20102,5157,0.72,13,0.91,9.8,1,0.17,Home Improvement,1
50,47475,Employed,32701,10059,0.29,12,0.99,15.0,0,0.19,Debt Consolidation,1
45,64096,Unemployed,8690,36715,0.92,14,0.55,21.1,8,0.1,Debt Consolidation,0
57,16349,Employed,2022,7760,0.96,18,0.7,8.9,5,0.09,Home Improvement,0
60,45203,Employed,5226,26371,0.29,18,0.94,19.6,1,0.1,Major Purchase,1
42,52655,Self-Employed,26272,59396,0.41,16,0.93,4.6,1,0.26,Debt Consolidation,1
32,74967,Employed,42997,59138,0.5,4,0.88,13.4,2,0.23,Major Purchase,1
47,69315,Employed,1813,24147,0.46,16,0.88,22.8,2,0.05,Debt Consolidation,1
33,65597,Employed,42618,13610,0.66,13,0.99,11.3,0,0.18,Home Improvement,1
66,32860,Self-Employed,18467,16563,0.35,9,0.93,33.4,1,0.2,Debt Consolidation,1
43,18882,Employed,3974,10233,0.32,9,0.93,11.2,1,0.12,Education,1
37,40274,Employed,26759,29059,0.48,13,0.83,17.6,3,0.25,Home Improvement,1
44,80887,Employed,55718,25819,0.43,4,0.93,2.8,1,0.2,Education,1
25,98393,Employed,69160,90620,0.26,9,0.99,5.8,0,0.28,Home Improvement,1
30,69931,Self-Employed,6505,8262,0.54,14,0.99,3.4,0,0.04,Home Improvement,1
56,60758,Employed,14381,40862,0.6,19,0.87,13.0,2,0.14,Auto,0
34,59267,Employed,8549,44345,0.58,12,0.77,8.8,4,0.12,Debt Consolidation,0
29,37121,Self-Employed,3732,9213,0.82,5,0.91,8.8,1,0.05,Home Improvement,0
48,45934,Employed,11203,45529,0.45,6,0.83,25.3,3,0.18,Debt Consolidation,1
56,112931,Employed,59592,83401,0.39,3,0.88,22.6,2,0.22,Home Improvement,1
50,30598,Employed,12928,23708,0.49,16,0.83,13.5,3,0.19,Auto,1
53,109906,Employed,14457,65645,0.21,17,0.94,33.2,1,0.1,Debt Consolidation,1
32,41730,Employed,27989,45548,0.29,6,0.89,4.2,2,0.29,Major Purchase,0
24,95103,Employed,38111,79193,0.82,8,0.91,5.0,1,0.2,Business,0
60,24260,Employed,4607,11115,0.84,19,0.81,26.1,3,0.1,Home Improvement,0
38,65706,Employed,26312,18813,0.55,2,0.92,8.2,1,0.13,Debt Consolidation,0
38,33915,Employed,1509,2892,0.57,14,0.92,1.0,1,0.02,Auto,1
57,24157,Employed,10460,4793,0.73,12,0.91,18.0,1,0.13,Business,1
48,54680,Employed,7094,65135,0.47,17,0.99,9.0,0,0.17,Debt Consolidation,0
47,81205,Employed,13458,39637,0.34,15,0.93,3.9,1,0.1,Business,1
67,32129,Retired,6745,34647,0.39,18,0.83,4.6,3,0.18,Business,0
34,23167,Employed,4042,4741,0.67,13,0.87,6.2,2,0.07,Home Improvement,0
53,46820,Employed,5910,23898,0.48,17,0.99,21.9,0,0.09,Auto,1
42,46923,Employed,7572,54083,0.73,8,0.86,20.3,2,0.18,Home Improvement,1
45,64483,Employed,51210,7051,0.49,1,0.88,5.8,2,0.2,Education,0
60,78810,Employed,38068,56174,0.27,3,0.99,18.4,0,0.2,Debt Consolidation,1
48,47585,Employed,10081,52486,0.32,16,0.99,12.4,0,0.18,Debt Consolidation,1
48,123964,Employed,88423,141271,0.88,2,0.71,15.9,5,0.31,Auto,1
54,54836,Self-Employed,20336,55669,0.23,15,0.94,29.3,1,0.21,Debt Consolidation,1
37,41224,Self-Employed,28913,42341,0.48,1,0.99,11.0,0,0.29,Education,1
31,21899,Employed,8610,17138,0.68,9,0.82,11.2,3,0.19,Business,1
29,42987,Employed,27084,11370,0.32,4,0.93,6.2,1,0.18,Debt Consolidation,1
18,41431,Employed,32704,36327,0.44,1,0.93,0.6,1,0.29,Debt Consolidation,0
66,79233,Retired,57789,93023,0.19,1,0.98,21.6,0,0.32,Education,1
28,61774,Employed,4033,38986,0.35,7,0.88,8.4,2,0.09,Debt Consolidation,1
39,27182,Employed,10959,8503,0.72,15,0.86,19.5,2,0.13,Business,0
38,53429,Employed,10324,36767,0.7,13,0.82,13.1,3,0.13,Home Improvement,1
45,68580,Employed,33232,56834,0.4,16,0.78,22.3,4,0.22,Education,1
51,105241,Employed,67737,26303,0.19,7,1.0,2.9,0,0.18,Debt Consolidation,1
52,76401,Employed,17632,65935,0.51,16,0.82,30.9,3,0.16,Debt Consolidation,1
35,71712,Employed,9003,50550,0.37,13,0.88,4.0,2,0.11,Debt Consolidation,0
39,50515,Employed,27471,37119,0.7,14,0.91,6.1,1,0.22,Debt Consolidation,0
45,59525,Employed,25805,21856,0.38,17,0.78,2.4,4,0.15,Home Improvement,1
39,91560,Employed,69211,17059,0.61,12,0.98,20.3,0,0.2,Education,1
61,25175,Employed,10476,18834,0.46,13,0.83,36.8,3,0.19,Debt Consolidation,1
47,41162,Employed,20259,28956,0.84,15,0.81,26.6,3,0.2,Debt Consolidation,0
50,33313,Employed,9512,13512,0.58,4,0.77,27.3,4,0.12,Home Improvement,0
49,59253,Employed,41062,21038,0.62,2,0.92,15.4,1,0.21,Auto,0
56,90681,Self-Employed,50179,37786,0.41,18,0.93,35.2,1,0.18,Education,1
44,36370,Self-Employed,12090,21380,0.86,2,0.81,25.2,3,0.15,Debt Consolidation,0
26,15000,Employed,1509,17546,0.34,9,0.88,4.5,2,0.16,Business,0
46,39890,Employed,15563,36550,0.45,15,0.93,5.7,1,0.2,Business,1
34,77399,Employed,18024,79107,0.43,14,0.93,10.9,1,0.18,Debt Consolidation,1
35,64139,Self-Employed,20634,38917,0.41,10,0.88,16.6,2,0.15,Education,1
49,60723,Employed,4747,38337,0.51,19,0.87,27.2,2,0.09,Home Improvement,1
56,42616,Unemployed,21287,10448,1.06,15,0.6,32.9,7,0.15,Major Purchase,0
42,25860,Employed,4336,22375,0.44,10,0.93,22.5,1,0.14,Home Improvement,1
45,63427,Employed,18802,32087,0.59,11,0.87,24.2,2,0.13,Major Purchase,1
62,32301,Self-Employed,8599,28777,0.38,10,0.98,34.4,0,0.17,Debt Consolidation,1
44,146100,Employed,10650,61358,0.51,5,0.92,19.0,1,0.07,Debt Consolidation,1
73,65202,Retired,20843,8490,0.5,9,0.88,15.3,2,0.09,Auto,1
48,36668,Employed,22288,7614,0.74,19,0.81,19.0,3,0.17,Auto,0
20,36109,Employed,8312,35165,0.28,2,0.99,1.5,0,0.17,Auto,1
51,46794,Employed,29268,14521,0.37,17,0.88,28.6,2,0.19,Business,1
46,43488,Employed,30185,13795,0.49,6,0.99,14.3,0,0.2,Auto,1
57,85683,Employed,1346,95556,0.3,10,0.94,5.9,1,0.14,Education,1
50,53809,Employed,10612,42463,0.61,2,0.87,1.2,2,0.14,Home Improvement,0
40,34002,Unemployed,11046,4663,0.78,6,0.71,15.2,5,0.09,Home Improvement,0
27,126149,Employed,86002,21537,0.32,12,0.93,5.4,1,0.18,Home Improvement,0
39,50244,Employed,2631,16421,1.01,13,0.9,7.6,1,0.05,Education,1
31,71999,Employed,2999,51320,0.33,2,0.93,3.0,1,0.1,Home Improvement,1
35,36166,Employed,25443,32671,0.45,7,0.93,8.5,1,0.28,Debt Consolidation,1
49,58780,Employed,16452,19361,0.33,2,0.98,4.0,0,0.11,Debt Consolidation,1
62,57271,Unemployed,24653,59834,0.64,14,0.72,15.5,5,0.23,Major Purchase,0
46,19056,Employed,11337,2496,0.54,5,0.92,11.2,1,0.16,Debt Consolidation,0
27,134273,Employed,79105,31139,0.25,2,0.84,4.7,3,0.17,Debt Consolidation,1
47,93463,Employed,41900,108842,0.33,11,0.99,14.1,0,0.25,Home Improvement,1
56,40191,Employed,23482,6498,0.39,10,0.93,10.5,1,0.16,Debt Consolidation,0
34,28250,Self-Employed,8003,30106,0.44,11,0.93,13.8,1,0.2,Home Improvement,0
40,58324,Employed,35459,49267,0.43,2,0.88,8.5,2,0.25,Debt Consolidation,1
42,51192,Employed,36472,4489,0.52,15,0.92,6.3,1,0.18,Debt Consolidation,0
32,58561,Employed,22924,33991,0.67,7,0.98,3.3,0,0.16,Business,0
49,53948,Employed,42170,33597,0.27,9,1.0,10.7,0,0.26,Auto,1
40,63140,Employed,27266,70626,0.34,5,0.99,2.4,0,0.24,Debt Consolidation,1
47,101078,Employed,68313,51077,0.49,7,0.98,1.9,0,0.22,Education,1
31,65124,Employed,15843,34913,0.47,4,0.88,8.3,2,0.12,Education,1
36,29003,Employed,4147,3914,0.36,2,0.83,11.5,3,0.05,Auto,1
50,96885,Employed,9057,74311,0.23,3,0.98,17.4,0,0.11,Home Improvement,1
37,111335,Unemployed,19883,28176,0.8,2,0.76,14.7,4,0.07,Debt Consolidation,1
62,200000,Self-Employed,50838,11629,0.17,19,0.94,2.7,1,0.07,Education,1
37,27952,Employed,20217,33438,0.42,4,0.88,17.8,2,0.32,Home Improvement,0
44,55350,Employed,43733,17908,0.47,7,0.99,3.4,0,0.23,Debt Consolidation,1
53,17308,Employed,3245,2929,0.79,7,0.71,23.9,5,0.07,Home Improvement,1
24,64639,Employed,34953,54256,0.63,1,0.87,1.7,2,0.23,Auto,1
20,37268,Unemployed,3464,36746,0.8,3,0.76,1.9,4,0.14,Home Improvement,0
23,128248,Employed,75111,9611,0.28,6,0.99,3.0,0,0.15,Debt Consolidation,1
57,33279,Self-Employed,15535,4208,0.5,16,0.82,4.1,3,0.13,Business,1
35,21065,Unemployed,15057,2279,1.16,3,0.54,10.9,8,0.18,Business,0
72,38729,Retired,30566,2182,0.34,15,0.88,1.5,2,0.2,Home Improvement,1
35,18256,Employed,13115,14446,0.54,14,0.92,13.4,1,0.27,Home Improvement,1
44,71364,Employed,2521,50380,0.64,15,0.87,17.3,2,0.09,Education,1
60,17456,Employed,1979,13883,0.44,14,0.93,9.7,1,0.12,Debt Consolidation,1
66,49723,Retired,16402,30171,0.48,7,0.93,18.6,1,0.15,Education,1
66,17345,Retired,5177,17015,0.74,3,0.81,1.4,3,0.19,Auto,0
56,41766,Self-Employed,4610,27398,0.81,17,0.86,26.7,2,0.11,Home Improvement,1
54,111489,Employed,72236,122915,0.6,10,0.57,12.3,8,0.29,Debt Consolidation,0
49,58707,Employed,12462,34212,0.77,15,0.91,18.1,1,0.12,Debt Consolidation,1
51,31832,Employed,8573,30201,0.76,6,0.86,31.6,2,0.18,Education,1
35,48261,Employed,18267,23591,0.69,12,0.87,5.8,2,0.15,Debt Consolidation,0
32,49464,Employed,28103,25833,0.48,1,1.0,13.9,0,0.2,Home Improvement,1
41,62088,Self-Employed,17507,63254,0.39,17,0.83,14.9,3,0.19,Home Improvement,1
39,24749,Employed,1525,3197,0.38,14,1.0,5.8,0,0.03,Debt Consolidation,0
36,65925,Employed,52238,44690,0.47,8,0.93,8.4,1,0.27,Home Improvement,1
50,15000,Employed,11347,13074,0.66,18,0.87,24.0,2,0.29,Home Improvement,1
53,35776,Employed,23795,32216,0.42,5,0.93,16.2,1,0.27,Education,1
43,38401,Self-Employed,7099,27256,0.52,8,0.87,2.6,2,0.13,Debt Consolidation,0
59,67283,Employed,10568,36176,0.54,7,0.92,7.7,1,0.1,Debt Consolidation,0
28,49578,Self-Employed,5406,15514,0.57,7,0.92,8.1,1,0.06,Business,0
39,24275,Employed,5135,26491,0.37,4,0.88,14.0,2,0.18,Auto,1
33,29956,Employed,5876,13292,0.49,2,0.99,9.0,0,0.1,Auto,0
19,54140,Employed,26156,51908,0.78,5,0.86,1.0,2,0.23,Debt Consolidation,0
41,47120,Employed,31871,1790,0.74,16,0.86,19.4,2,0.17,Debt Consolidation,0
40,36696,Employed,19377,10223,0.62,14,0.92,21.2,1,0.16,Education,1
60,38545,Self-Employed,5525,15984,0.45,19,0.83,2.7,3,0.08,Business,0
49,69430,Employed,48095,55952,0.44,14,1.0,3.3,0,0.26,Business,0
29,37841,Employed,13127,14500,0.54,9,0.92,9.8,1,0.13,Business,0
64,46908,Employed,10643,2328,0.57,6,0.87,37.7,2,0.06,Debt Consolidation,1
56,145069,Employed,17587,26080,0.24,17,0.99,23.9,0,0.05,Business,1
48,24056,Employed,12018,7481,0.44,19,0.83,28.4,3,0.16,Business,1
39,19420,Employed,5213,4102,0.48,12,0.99,13.9,0,0.09,Debt Consolidation,1
30,72532,Employed,11044,17731,0.23,4,0.94,3.4,1,0.07,Home Improvement,1
37,34915,Employed,23307,32217,0.82,16,0.61,14.1,7,0.27,Home Improvement,0
55,41809,Employed,12657,20671,0.32,11,0.93,24.2,1,0.13,Debt Consolidation,1
64,33170,Employed,7365,16127,0.59,4,0.99,45.4,0,0.11,Home Improvement,1
60,43049,Employed,22376,49932,0.8,17,0.91,9.8,1,0.26,Business,0
36,109018,Employed,23590,58437,0.64,8,0.87,11.2,2,0.12,Business,1
28,73208,Unemployed,44403,81493,0.57,11,0.82,8.0,3,0.28,Major Purchase,1
43,75441,Employed,27628,27073,0.38,2,0.88,9.1,2,0.13,Home Improvement,0
20,24146,Employed,8459,11608,0.71,8,0.86,1.4,2,0.14,Home Improvement,0
45,27568,Employed,3192,13109,0.57,6,0.92,24.1,1,0.08,Education,1
40,15000,Employed,6049,9829,0.53,14,0.82,9.5,3,0.18,Home Improvement,0
36,32705,Self-Employed,20093,22929,0.68,14,0.98,11.6,0,0.23,Debt Consolidation,1
22,79090,Employed,59526,23549,0.5,10,0.82,3.7,3,0.22,Auto,0
48,63479,Unemployed,31617,60450,0.74,8,0.76,7.1,4,0.23,Debt Consolidation,0
35,43881,Self-Employed,32682,26145,0.54,7,0.87,16.7,2,0.25,Debt Consolidation,0
27,48477,Employed,37842,409,0.96,8,0.7,6.6,5,0.19,Debt Consolidation,0
18,34736,Unemployed,23334,24648,0.78,8,0.76,0.5,4,0.25,Major Purchase,0
41,54305,Employed,11250,52006,0.73,2,0.76,10.5,4,0.16,Debt Consolidation,0
63,71893,Employed,33836,21608,0.52,16,0.92,43.0,1,0.15,Home Improvement,1
61,21852,Employed,15015,993,0.52,9,0.92,9.6,1,0.17,Major Purchase,1
36,56944,Employed,2637,55156,0.37,13,0.83,6.3,3,0.13,Home Improvement,0
34,78136,Employed,39431,91538,0.56,7,0.87,5.6,2,0.26,Debt Consolidation,1
47,39832,Employed,9393,3659,0.5,12,0.82,9.1,3,0.07,Education,0
30,69588,Employed,42225,78330,0.48,11,0.88,6.2,2,0.28,Debt Consolidation,1
45,200000,Self-Employed,7251,53891,0.33,17,0.93,26.7,1,0.04,Debt Consolidation,1
51,46528,Employed,36893,52563,0.41,2,0.99,29.4,0,0.33,Business,0
56,59674,Self-Employed,34006,46462,0.33,13,0.93,13.1,1,0.23,Debt Consolidation,1
40,33893,Employed,22430,36207,0.56,1,0.87,9.9,2,0.29,Education,0
39,53670,Employed,32062,50610,0.79,11,1.0,14.4,0,0.26,Home Improvement,0
31,61705,Employed,41785,2073,0.45,5,0.88,1.2,2,0.17,Debt Consolidation,1
32,54036,Employed,34058,4243,0.71,1,0.91,11.7,1,0.16,Home Improvement,0
39,29441,Employed,7464,18574,0.95,13,0.85,18.6,2,0.14,Debt Consolidation,0
46,54348,Employed,2808,8453,0.56,8,0.82,24.1,3,0.03,Debt Consolidation,1
52,101833,Self-Employed,11281,56337,0.22,6,0.99,13.4,0,0.09,Home Improvement,0
32,61348,Employed,30893,70277,0.55,13,1.0,7.0,0,0.26,Debt Consolidation,1
59,79300,Employed,57184,28049,0.39,17,0.93,1.5,1,0.22,Education,1
38,43542,Self-Employed,30304,25545,0.51,12,0.82,8.6,3,0.24,Debt Consolidation,0
41,71321,Employed,35698,32886,0.5,1,0.82,11.1,3,0.18,Home Improvement,0
33,56366,Employed,40757,42600,0.73,3,0.71,13.7,5,0.26,Auto,0
18,30471,Employed,13272,7087,0.45,8,0.98,0.9,0,0.13,Home Improvement,1
52,57483,Self-Employed,9998,17930,0.35,11,0.99,32.9,0,0.08,Business,1
50,29856,Employed,15517,30767,0.29,14,0.99,28.4,0,0.25,Education,1
38,35723,Employed,8779,34779,0.47,8,0.99,1.2,0,0.18,Major Purchase,0
42,53888,Employed,23969,51032,0.41,3,0.83,15.8,3,0.22,Debt Consolidation,0
48,56875,Self-Employed,36444,52615,0.28,7,0.94,3.0,1,0.26,Major Purchase,1
23,27048,Employed,16783,14911,0.57,3,0.92,2.1,1,0.22,Education,0
35,83032,Unemployed,53723,72625,0.65,4,0.72,10.3,5,0.26,Auto,0
51,65251,Employed,32107,30318,0.41,16,0.78,23.4,4,0.17,Business,1
26,34462,Self-Employed,13863,4164,0.48,4,0.83,5.6,3,0.11,Education,0
45,22724,Employed,4759,10726,0.34,19,0.93,2.3,1,0.11,Business,0
25,45594,Employed,15789,8680,0.39,5,0.93,1.6,1,0.11,Home Improvement,0
47,39223,Self-Employed,29645,18396,0.57,5,0.82,4.6,3,0.24,Education,0
41,51873,Employed,10810,18513,0.41,4,0.93,3.0,1,0.09,Home Improvement,1
22,40881,Employed,14214,29393,0.41,2,0.93,1.5,1,0.17,Debt Consolidation,0
